TDL2048-Demo
alpha = 0.1
total = 200000
seed = 313551019
6-tuple pattern 012345, size = 16777216 (64MB)
6-tuple pattern 456789, size = 16777216 (64MB)
6-tuple pattern 012456, size = 16777216 (64MB)
6-tuple pattern 45689a, size = 16777216 (64MB)
6-tuple pattern 012345 is loaded from weights_new.bin
6-tuple pattern 456789 is loaded from weights_new.bin
6-tuple pattern 012456 is loaded from weights_new.bin
6-tuple pattern 45689a is loaded from weights_new.bin
1000	mean = 73504	max = 182920
	8192	34.4%	(34.4%)
101000	mean = 88283.1	max = 227652
	32	100%	(0.1%)
	256	99.9%	(0.3%)
	512	99.6%	(2.1%)
	1024	97.5%	(6.8%)
	2048	90.7%	(12.8%)
	4096	77.9%	(39.9%)
	8192	38%	(37.9%)
	16384	0.1%	(0.1%)
102000	mean = 87088.3	max = 199196
	32	100%	(0.1%)
	128	99.9%	(0.5%)
	256	99.4%	(0.1%)
	512	99.3%	(2.9%)
	1024	96.4%	(5.8%)
	2048	90.6%	(15.1%)
	4096	75.5%	(38.9%)
	8192	36.6%	(36.6%)
103000	mean = 86834.9	max = 189268
	32	100%	(0.1%)
	128	99.9%	(0.2%)
	256	99.7%	(0.3%)
	512	99.4%	(2.8%)
	1024	96.6%	(7.5%)
	2048	89.1%	(13.9%)
	4096	75.2%	(38.1%)
	8192	37.1%	(37.1%)
104000	mean = 87021.3	max = 218740
	32	100%	(0.1%)
	256	99.9%	(0.5%)
	512	99.4%	(1.1%)
	1024	98.3%	(7.9%)
	2048	90.4%	(12.4%)
	4096	78%	(41.6%)
	8192	36.4%	(36.3%)
	16384	0.1%	(0.1%)
105000	mean = 87474.2	max = 192612
	128	100%	(0.1%)
	256	99.9%	(0.4%)
	512	99.5%	(2.4%)
	1024	97.1%	(7.4%)
	2048	89.7%	(13.9%)
	4096	75.8%	(38.1%)
	8192	37.7%	(37.7%)
106000	mean = 86125.9	max = 249856
	128	100%	(0.2%)
	256	99.8%	(0.3%)
	512	99.5%	(3.1%)
	1024	96.4%	(6.6%)
	2048	89.8%	(14.2%)
	4096	75.6%	(39.1%)
	8192	36.5%	(36.3%)
	16384	0.2%	(0.2%)
107000	mean = 86104.2	max = 196544
	32	100%	(0.1%)
	256	99.9%	(0.2%)
	512	99.7%	(2.4%)
	1024	97.3%	(7.2%)
	2048	90.1%	(14.7%)
	4096	75.4%	(39.8%)
	8192	35.6%	(35.6%)
108000	mean = 85356.9	max = 234812
	64	100%	(0.2%)
	128	99.8%	(0.3%)
	256	99.5%	(0.3%)
	512	99.2%	(2.8%)
	1024	96.4%	(6.3%)
	2048	90.1%	(13.8%)
	4096	76.3%	(41.6%)
	8192	34.7%	(34.6%)
	16384	0.1%	(0.1%)
109000	mean = 86563.1	max = 246168
	64	100%	(0.1%)
	128	99.9%	(0.1%)
	256	99.8%	(0.6%)
	512	99.2%	(2.5%)
	1024	96.7%	(6.3%)
	2048	90.4%	(14.3%)
	4096	76.1%	(38.4%)
	8192	37.7%	(37.6%)
	16384	0.1%	(0.1%)
110000	mean = 87265	max = 186620
	64	100%	(0.1%)
	128	99.9%	(0.2%)
	256	99.7%	(0.1%)
	512	99.6%	(2.6%)
	1024	97%	(5.5%)
	2048	91.5%	(12.7%)
	4096	78.8%	(42.2%)
	8192	36.6%	(36.6%)
111000	mean = 87093.8	max = 217032
	128	100%	(0.1%)
	256	99.9%	(0.5%)
	512	99.4%	(1.7%)
	1024	97.7%	(7.6%)
	2048	90.1%	(15.1%)
	4096	75%	(38.2%)
	8192	36.8%	(36.7%)
	16384	0.1%	(0.1%)
112000	mean = 88066.8	max = 193192
	128	100%	(0.1%)
	256	99.9%	(0.5%)
	512	99.4%	(1.7%)
	1024	97.7%	(6.3%)
	2048	91.4%	(14.7%)
	4096	76.7%	(39.5%)
	8192	37.2%	(37.2%)
113000	mean = 85528.1	max = 209960
	64	100%	(0.3%)
	128	99.7%	(0.2%)
	256	99.5%	(1.1%)
	512	98.4%	(2.1%)
	1024	96.3%	(8.2%)
	2048	88.1%	(13.2%)
	4096	74.9%	(39.1%)
	8192	35.8%	(35.8%)
114000	mean = 84275.1	max = 197632
	128	100%	(0.2%)
	256	99.8%	(0.2%)
	512	99.6%	(3.2%)
	1024	96.4%	(7.2%)
	2048	89.2%	(15.1%)
	4096	74.1%	(39.2%)
	8192	34.9%	(34.9%)
115000	mean = 90363.4	max = 194076
	32	100%	(0.1%)
	128	99.9%	(0.2%)
	256	99.7%	(0.2%)
	512	99.5%	(2.8%)
	1024	96.7%	(5.4%)
	2048	91.3%	(14.2%)
	4096	77.1%	(38.2%)
	8192	38.9%	(38.9%)
116000	mean = 86616.6	max = 241400
	128	100%	(0.2%)
	256	99.8%	(0.4%)
	512	99.4%	(2.1%)
	1024	97.3%	(8.4%)
	2048	88.9%	(13.1%)
	4096	75.8%	(39.6%)
	8192	36.2%	(35.8%)
	16384	0.4%	(0.4%)
117000	mean = 86838.8	max = 273696
	128	100%	(0.1%)
	256	99.9%	(0.2%)
	512	99.7%	(2.4%)
	1024	97.3%	(6.1%)
	2048	91.2%	(14.3%)
	4096	76.9%	(41.5%)
	8192	35.4%	(35.3%)
	16384	0.1%	(0.1%)
118000	mean = 85203.5	max = 237776
	64	100%	(0.1%)
	128	99.9%	(0.5%)
	256	99.4%	(0.2%)
	512	99.2%	(2.3%)
	1024	96.9%	(7.9%)
	2048	89%	(14.5%)
	4096	74.5%	(38.3%)
	8192	36.2%	(36.1%)
	16384	0.1%	(0.1%)
119000	mean = 87490.6	max = 207800
	128	100%	(0.1%)
	256	99.9%	(0.2%)
	512	99.7%	(1.6%)
	1024	98.1%	(6.9%)
	2048	91.2%	(12.6%)
	4096	78.6%	(44.1%)
	8192	34.5%	(34.5%)
120000	mean = 87813	max = 195684
	128	100%	(0.1%)
	256	99.9%	(1%)
	512	98.9%	(2%)
	1024	96.9%	(7.2%)
	2048	89.7%	(13.5%)
	4096	76.2%	(37.4%)
	8192	38.8%	(38.8%)
121000	mean = 88116.9	max = 201460
	64	100%	(0.1%)
	256	99.9%	(0.4%)
	512	99.5%	(1.6%)
	1024	97.9%	(8.5%)
	2048	89.4%	(13.3%)
	4096	76.1%	(37.7%)
	8192	38.4%	(38.4%)
122000	mean = 88782.4	max = 238880
	64	100%	(0.1%)
	128	99.9%	(0.6%)
	256	99.3%	(0.9%)
	512	98.4%	(2.1%)
	1024	96.3%	(6.7%)
	2048	89.6%	(14%)
	4096	75.6%	(37.2%)
	8192	38.4%	(38.2%)
	16384	0.2%	(0.2%)
123000	mean = 85053.9	max = 201372
	64	100%	(0.1%)
	128	99.9%	(0.2%)
	256	99.7%	(0.4%)
	512	99.3%	(1.9%)
	1024	97.4%	(7.9%)
	2048	89.5%	(13.5%)
	4096	76%	(41%)
	8192	35%	(35%)
124000	mean = 88928.1	max = 192048
	64	100%	(0.3%)
	128	99.7%	(0.1%)
	256	99.6%	(0.3%)
	512	99.3%	(2.3%)
	1024	97%	(6.8%)
	2048	90.2%	(13.1%)
	4096	77.1%	(39.7%)
	8192	37.4%	(37.4%)
125000	mean = 89264.5	max = 244704
	128	100%	(0.2%)
	256	99.8%	(0.2%)
	512	99.6%	(3%)
	1024	96.6%	(5.7%)
	2048	90.9%	(13.9%)
	4096	77%	(38.9%)
	8192	38.1%	(38%)
	16384	0.1%	(0.1%)
126000	mean = 89499.1	max = 266360
	128	100%	(0.4%)
	256	99.6%	(0.4%)
	512	99.2%	(1%)
	1024	98.2%	(7.5%)
	2048	90.7%	(12.3%)
	4096	78.4%	(41.9%)
	8192	36.5%	(36.2%)
	16384	0.3%	(0.3%)
127000	mean = 89231.8	max = 226500
	128	100%	(0.2%)
	256	99.8%	(0.4%)
	512	99.4%	(2.1%)
	1024	97.3%	(7.4%)
	2048	89.9%	(13.3%)
	4096	76.6%	(36.4%)
	8192	40.2%	(40.1%)
	16384	0.1%	(0.1%)
128000	mean = 87663.6	max = 213600
	128	100%	(0.4%)
	256	99.6%	(0.5%)
	512	99.1%	(1.8%)
	1024	97.3%	(5.9%)
	2048	91.4%	(13.9%)
	4096	77.5%	(41.9%)
	8192	35.6%	(35.5%)
	16384	0.1%	(0.1%)
129000	mean = 87883.5	max = 182256
	128	100%	(0.2%)
	256	99.8%	(0.4%)
	512	99.4%	(2.5%)
	1024	96.9%	(6.2%)
	2048	90.7%	(13.3%)
	4096	77.4%	(40.1%)
	8192	37.3%	(37.3%)
130000	mean = 86864.4	max = 187884
	64	100%	(0.2%)
	128	99.8%	(0.3%)
	256	99.5%	(0.5%)
	512	99%	(2.7%)
	1024	96.3%	(5.4%)
	2048	90.9%	(13.5%)
	4096	77.4%	(41.3%)
	8192	36.1%	(36.1%)
131000	mean = 87115.5	max = 195636
	128	100%	(0.1%)
	256	99.9%	(0.2%)
	512	99.7%	(1.8%)
	1024	97.9%	(7.6%)
	2048	90.3%	(14.5%)
	4096	75.8%	(38.9%)
	8192	36.9%	(36.9%)
132000	mean = 85619.1	max = 198132
	64	100%	(0.1%)
	128	99.9%	(0.1%)
	256	99.8%	(0.3%)
	512	99.5%	(2.1%)
	1024	97.4%	(8.3%)
	2048	89.1%	(13.8%)
	4096	75.3%	(40.3%)
	8192	35%	(35%)
133000	mean = 86723.3	max = 192488
	128	100%	(0.1%)
	256	99.9%	(0.7%)
	512	99.2%	(1.4%)
	1024	97.8%	(7.5%)
	2048	90.3%	(12.6%)
	4096	77.7%	(41.8%)
	8192	35.9%	(35.9%)
134000	mean = 87353.2	max = 244720
	64	100%	(0.1%)
	128	99.9%	(0.4%)
	256	99.5%	(0.6%)
	512	98.9%	(2.2%)
	1024	96.7%	(8%)
	2048	88.7%	(11.9%)
	4096	76.8%	(40.9%)
	8192	35.9%	(35.6%)
	16384	0.3%	(0.3%)
135000	mean = 86274.1	max = 212892
	64	100%	(0.2%)
	128	99.8%	(0.4%)
	256	99.4%	(0.2%)
	512	99.2%	(2.7%)
	1024	96.5%	(7.7%)
	2048	88.8%	(13.9%)
	4096	74.9%	(38.4%)
	8192	36.5%	(36.4%)
	16384	0.1%	(0.1%)
136000	mean = 87952.7	max = 201520
	128	100%	(0.3%)
	256	99.7%	(0.8%)
	512	98.9%	(2.7%)
	1024	96.2%	(7%)
	2048	89.2%	(13.1%)
	4096	76.1%	(37.8%)
	8192	38.3%	(38.3%)
137000	mean = 89475.6	max = 246120
	64	100%	(0.1%)
	128	99.9%	(0.1%)
	256	99.8%	(0.4%)
	512	99.4%	(1.9%)
	1024	97.5%	(6.6%)
	2048	90.9%	(13.6%)
	4096	77.3%	(37.2%)
	8192	40.1%	(40%)
	16384	0.1%	(0.1%)
138000	mean = 85598.1	max = 230460
	128	100%	(0.1%)
	256	99.9%	(0.6%)
	512	99.3%	(2.1%)
	1024	97.2%	(7.5%)
	2048	89.7%	(14.7%)
	4096	75%	(39.7%)
	8192	35.3%	(35.2%)
	16384	0.1%	(0.1%)
139000	mean = 86894.1	max = 238916
	128	100%	(0.1%)
	256	99.9%	(0.6%)
	512	99.3%	(1.2%)
	1024	98.1%	(8.1%)
	2048	90%	(14.8%)
	4096	75.2%	(40.3%)
	8192	34.9%	(34.7%)
	16384	0.2%	(0.2%)
140000	mean = 87142.2	max = 226496
	256	100%	(0.6%)
	512	99.4%	(2.2%)
	1024	97.2%	(7.8%)
	2048	89.4%	(12.3%)
	4096	77.1%	(40.9%)
	8192	36.2%	(36.1%)
	16384	0.1%	(0.1%)
141000	mean = 87578.2	max = 236732
	64	100%	(0.1%)
	128	99.9%	(0.1%)
	256	99.8%	(0.8%)
	512	99%	(2.9%)
	1024	96.1%	(6.5%)
	2048	89.6%	(12.8%)
	4096	76.8%	(38.6%)
	8192	38.2%	(38.1%)
	16384	0.1%	(0.1%)
142000	mean = 87809.6	max = 221184
	64	100%	(0.1%)
	128	99.9%	(0.3%)
	256	99.6%	(0.7%)
	512	98.9%	(2%)
	1024	96.9%	(7%)
	2048	89.9%	(13.6%)
	4096	76.3%	(38.9%)
	8192	37.4%	(37.3%)
	16384	0.1%	(0.1%)
143000	mean = 86205.9	max = 260252
	64	100%	(0.1%)
	128	99.9%	(0.3%)
	256	99.6%	(0.2%)
	512	99.4%	(3.5%)
	1024	95.9%	(7.2%)
	2048	88.7%	(13%)
	4096	75.7%	(40.5%)
	8192	35.2%	(35%)
	16384	0.2%	(0.2%)
144000	mean = 89464.1	max = 197544
	32	100%	(0.1%)
	128	99.9%	(0.1%)
	256	99.8%	(0.3%)
	512	99.5%	(2%)
	1024	97.5%	(8.1%)
	2048	89.4%	(13.3%)
	4096	76.1%	(37.1%)
	8192	39%	(39%)
145000	mean = 88700.2	max = 197320
	256	100%	(0.1%)
	512	99.9%	(2.3%)
	1024	97.6%	(9.1%)
	2048	88.5%	(11.4%)
	4096	77.1%	(39.1%)
	8192	38%	(38%)
146000	mean = 88077.3	max = 194204
	128	100%	(0.2%)
	256	99.8%	(0.3%)
	512	99.5%	(2.1%)
	1024	97.4%	(8.1%)
	2048	89.3%	(14.2%)
	4096	75.1%	(37.8%)
	8192	37.3%	(37.3%)
147000	mean = 90459.1	max = 236548
	64	100%	(0.1%)
	128	99.9%	(0.5%)
	256	99.4%	(0.8%)
	512	98.6%	(2.2%)
	1024	96.4%	(6.7%)
	2048	89.7%	(11.7%)
	4096	78%	(39.3%)
	8192	38.7%	(38.5%)
	16384	0.2%	(0.2%)
148000	mean = 88464.6	max = 196512
	64	100%	(0.1%)
	128	99.9%	(0.3%)
	256	99.6%	(0.4%)
	512	99.2%	(2.6%)
	1024	96.6%	(8.4%)
	2048	88.2%	(11.7%)
	4096	76.5%	(37.8%)
	8192	38.7%	(38.7%)
149000	mean = 90462.6	max = 251268
	32	100%	(0.1%)
	128	99.9%	(0.1%)
	256	99.8%	(0.4%)
	512	99.4%	(2.1%)
	1024	97.3%	(6.4%)
	2048	90.9%	(14.7%)
	4096	76.2%	(36.7%)
	8192	39.5%	(39.3%)
	16384	0.2%	(0.2%)
150000	mean = 86271.5	max = 181912
	64	100%	(0.2%)
	128	99.8%	(0.5%)
	256	99.3%	(0.4%)
	512	98.9%	(2.5%)
	1024	96.4%	(9.2%)
	2048	87.2%	(12.6%)
	4096	74.6%	(37.7%)
	8192	36.9%	(36.9%)
151000	mean = 89599.9	max = 264276
	128	100%	(0.3%)
	256	99.7%	(0.2%)
	512	99.5%	(2.6%)
	1024	96.9%	(7.8%)
	2048	89.1%	(12.1%)
	4096	77%	(37.6%)
	8192	39.4%	(39.2%)
	16384	0.2%	(0.2%)
152000	mean = 90067.8	max = 262608
	128	100%	(0.3%)
	512	99.7%	(2.7%)
	1024	97%	(7.1%)
	2048	89.9%	(12.6%)
	4096	77.3%	(38%)
	8192	39.3%	(39.1%)
	16384	0.2%	(0.2%)
153000	mean = 86428.3	max = 244808
	64	100%	(0.1%)
	128	99.9%	(0.1%)
	256	99.8%	(0.3%)
	512	99.5%	(1.8%)
	1024	97.7%	(8.3%)
	2048	89.4%	(13.6%)
	4096	75.8%	(40.8%)
	8192	35%	(34.8%)
	16384	0.2%	(0.2%)
154000	mean = 92284.3	max = 203604
	64	100%	(0.1%)
	128	99.9%	(0.1%)
	256	99.8%	(0.2%)
	512	99.6%	(2.5%)
	1024	97.1%	(6.9%)
	2048	90.2%	(11.5%)
	4096	78.7%	(37.9%)
	8192	40.8%	(40.8%)
155000	mean = 89181.7	max = 233148
	128	100%	(0.2%)
	256	99.8%	(0.1%)
	512	99.7%	(2%)
	1024	97.7%	(7.7%)
	2048	90%	(12.9%)
	4096	77.1%	(38.7%)
	8192	38.4%	(38.2%)
	16384	0.2%	(0.2%)
156000	mean = 86838.1	max = 221568
	128	100%	(0.1%)
	256	99.9%	(0.7%)
	512	99.2%	(2.6%)
	1024	96.6%	(9.1%)
	2048	87.5%	(12.7%)
	4096	74.8%	(39.7%)
	8192	35.1%	(35%)
	16384	0.1%	(0.1%)
157000	mean = 87818.2	max = 241972
	128	100%	(0.3%)
	256	99.7%	(0.3%)
	512	99.4%	(2%)
	1024	97.4%	(7.5%)
	2048	89.9%	(13%)
	4096	76.9%	(39.7%)
	8192	37.2%	(37.1%)
	16384	0.1%	(0.1%)
158000	mean = 88972.8	max = 222280
	128	100%	(0.2%)
	256	99.8%	(0.7%)
	512	99.1%	(1.9%)
	1024	97.2%	(6.8%)
	2048	90.4%	(13.8%)
	4096	76.6%	(39.3%)
	8192	37.3%	(37.2%)
	16384	0.1%	(0.1%)
159000	mean = 91351.1	max = 198052
	64	100%	(0.2%)
	128	99.8%	(0.3%)
	256	99.5%	(0.4%)
	512	99.1%	(2%)
	1024	97.1%	(4.7%)
	2048	92.4%	(13.1%)
	4096	79.3%	(40.2%)
	8192	39.1%	(39.1%)
160000	mean = 90514.4	max = 242752
	64	100%	(0.1%)
	128	99.9%	(0.2%)
	256	99.7%	(0.5%)
	512	99.2%	(1.9%)
	1024	97.3%	(6.5%)
	2048	90.8%	(11.3%)
	4096	79.5%	(40.4%)
	8192	39.1%	(38.9%)
	16384	0.2%	(0.2%)
161000	mean = 89427.3	max = 246160
	64	100%	(0.2%)
	128	99.8%	(0.1%)
	256	99.7%	(0.2%)
	512	99.5%	(2.8%)
	1024	96.7%	(7.1%)
	2048	89.6%	(10.8%)
	4096	78.8%	(39.9%)
	8192	38.9%	(38.8%)
	16384	0.1%	(0.1%)
162000	mean = 89177.9	max = 226584
	64	100%	(0.2%)
	128	99.8%	(0.3%)
	256	99.5%	(0.7%)
	512	98.8%	(2.3%)
	1024	96.5%	(7.1%)
	2048	89.4%	(11.9%)
	4096	77.5%	(38.8%)
	8192	38.7%	(38.6%)
	16384	0.1%	(0.1%)
163000	mean = 90495.8	max = 316624
	64	100%	(0.2%)
	128	99.8%	(0.2%)
	256	99.6%	(0.5%)
	512	99.1%	(1.7%)
	1024	97.4%	(5.9%)
	2048	91.5%	(14.6%)
	4096	76.9%	(37.6%)
	8192	39.3%	(39.1%)
	16384	0.2%	(0.2%)
164000	mean = 89885.9	max = 238980
	64	100%	(0.1%)
	256	99.9%	(0.3%)
	512	99.6%	(1.8%)
	1024	97.8%	(7.6%)
	2048	90.2%	(13.1%)
	4096	77.1%	(37.5%)
	8192	39.6%	(39.4%)
	16384	0.2%	(0.2%)
165000	mean = 90459	max = 228184
	128	100%	(0.2%)
	256	99.8%	(0.7%)
	512	99.1%	(2.4%)
	1024	96.7%	(7.3%)
	2048	89.4%	(12.9%)
	4096	76.5%	(36.2%)
	8192	40.3%	(40.2%)
	16384	0.1%	(0.1%)
166000	mean = 90703.1	max = 196472
	128	100%	(0.3%)
	256	99.7%	(0.2%)
	512	99.5%	(1.9%)
	1024	97.6%	(7.8%)
	2048	89.8%	(11.8%)
	4096	78%	(37.8%)
	8192	40.2%	(40.2%)
167000	mean = 90448.2	max = 227376
	64	100%	(0.1%)
	128	99.9%	(0.2%)
	256	99.7%	(0.3%)
	512	99.4%	(2.2%)
	1024	97.2%	(8.2%)
	2048	89%	(11.8%)
	4096	77.2%	(36.6%)
	8192	40.6%	(40.5%)
	16384	0.1%	(0.1%)
168000	mean = 89497.9	max = 253960
	64	100%	(0.1%)
	128	99.9%	(0.1%)
	256	99.8%	(0.7%)
	512	99.1%	(1.8%)
	1024	97.3%	(6.6%)
	2048	90.7%	(13.4%)
	4096	77.3%	(38.8%)
	8192	38.5%	(38.4%)
	16384	0.1%	(0.1%)
169000	mean = 90752.5	max = 237044
	64	100%	(0.1%)
	128	99.9%	(0.3%)
	256	99.6%	(0.3%)
	512	99.3%	(2.7%)
	1024	96.6%	(7.2%)
	2048	89.4%	(11.8%)
	4096	77.6%	(37.2%)
	8192	40.4%	(40.1%)
	16384	0.3%	(0.3%)
170000	mean = 88262.1	max = 198888
	32	100%	(0.1%)
	128	99.9%	(0.2%)
	256	99.7%	(0.2%)
	512	99.5%	(2.5%)
	1024	97%	(8.8%)
	2048	88.2%	(13%)
	4096	75.2%	(37.4%)
	8192	37.8%	(37.8%)
171000	mean = 86643.3	max = 232972
	64	100%	(0.1%)
	128	99.9%	(0.2%)
	256	99.7%	(0.4%)
	512	99.3%	(1.8%)
	1024	97.5%	(9.1%)
	2048	88.4%	(13.3%)
	4096	75.1%	(38.3%)
	8192	36.8%	(36.6%)
	16384	0.2%	(0.2%)
172000	mean = 88461	max = 283804
	64	100%	(0.1%)
	128	99.9%	(0.2%)
	256	99.7%	(0.5%)
	512	99.2%	(2.2%)
	1024	97%	(6.6%)
	2048	90.4%	(13.5%)
	4096	76.9%	(37.7%)
	8192	39.2%	(38.9%)
	16384	0.3%	(0.3%)
173000	mean = 90090.4	max = 257916
	128	100%	(0.2%)
	256	99.8%	(0.4%)
	512	99.4%	(2.5%)
	1024	96.9%	(5.8%)
	2048	91.1%	(11.9%)
	4096	79.2%	(41.4%)
	8192	37.8%	(37.6%)
	16384	0.2%	(0.2%)
174000	mean = 90139.2	max = 199668
	32	100%	(0.1%)
	64	99.9%	(0.2%)
	128	99.7%	(0.2%)
	256	99.5%	(0.6%)
	512	98.9%	(2.4%)
	1024	96.5%	(7%)
	2048	89.5%	(12.8%)
	4096	76.7%	(37%)
	8192	39.7%	(39.7%)
175000	mean = 90444.1	max = 244188
	128	100%	(0.1%)
	256	99.9%	(0.3%)
	512	99.6%	(2.7%)
	1024	96.9%	(9%)
	2048	87.9%	(12.7%)
	4096	75.2%	(33.7%)
	8192	41.5%	(41.3%)
	16384	0.2%	(0.2%)
176000	mean = 88488.2	max = 200920
	64	100%	(0.1%)
	128	99.9%	(0.2%)
	256	99.7%	(0.1%)
	512	99.6%	(2.3%)
	1024	97.3%	(7%)
	2048	90.3%	(13.3%)
	4096	77%	(39.8%)
	8192	37.2%	(37.2%)
177000	mean = 90942.3	max = 188404
	64	100%	(0.1%)
	256	99.9%	(0.3%)
	512	99.6%	(1.3%)
	1024	98.3%	(7.8%)
	2048	90.5%	(14.7%)
	4096	75.8%	(35.4%)
	8192	40.4%	(40.4%)
178000	mean = 91935.5	max = 199136
	64	100%	(0.1%)
	128	99.9%	(0.3%)
	256	99.6%	(0.8%)
	512	98.8%	(1.6%)
	1024	97.2%	(6.5%)
	2048	90.7%	(11.5%)
	4096	79.2%	(38.7%)
	8192	40.5%	(40.5%)
179000	mean = 89922.4	max = 214988
	128	100%	(0.2%)
	256	99.8%	(0.6%)
	512	99.2%	(2.1%)
	1024	97.1%	(6.7%)
	2048	90.4%	(14.5%)
	4096	75.9%	(36%)
	8192	39.9%	(39.8%)
	16384	0.1%	(0.1%)
180000	mean = 92917.3	max = 224044
	128	100%	(0.3%)
	256	99.7%	(0.3%)
	512	99.4%	(2.8%)
	1024	96.6%	(6.9%)
	2048	89.7%	(10.6%)
	4096	79.1%	(36.9%)
	8192	42.2%	(42.1%)
	16384	0.1%	(0.1%)
181000	mean = 89551.9	max = 236212
	64	100%	(0.2%)
	128	99.8%	(0.1%)
	256	99.7%	(0.5%)
	512	99.2%	(2.5%)
	1024	96.7%	(7.3%)
	2048	89.4%	(11.7%)
	4096	77.7%	(38.6%)
	8192	39.1%	(38.7%)
	16384	0.4%	(0.4%)
182000	mean = 91198.4	max = 200248
	64	100%	(0.2%)
	256	99.8%	(0.2%)
	512	99.6%	(1.6%)
	1024	98%	(6.5%)
	2048	91.5%	(13.6%)
	4096	77.9%	(37.8%)
	8192	40.1%	(40.1%)
183000	mean = 89881.5	max = 193020
	64	100%	(0.1%)
	128	99.9%	(0.4%)
	256	99.5%	(0.3%)
	512	99.2%	(1.4%)
	1024	97.8%	(8.6%)
	2048	89.2%	(12.7%)
	4096	76.5%	(36.5%)
	8192	40%	(40%)
184000	mean = 88652.9	max = 234776
	128	100%	(0.2%)
	256	99.8%	(0.6%)
	512	99.2%	(2.4%)
	1024	96.8%	(7.5%)
	2048	89.3%	(12.9%)
	4096	76.4%	(39.1%)
	8192	37.3%	(37.2%)
	16384	0.1%	(0.1%)
185000	mean = 88156.1	max = 215912
	256	100%	(0.3%)
	512	99.7%	(3.1%)
	1024	96.6%	(6.9%)
	2048	89.7%	(15.3%)
	4096	74.4%	(37%)
	8192	37.4%	(37.2%)
	16384	0.2%	(0.2%)
186000	mean = 90652.7	max = 217240
	64	100%	(0.1%)
	256	99.9%	(0.6%)
	512	99.3%	(1.7%)
	1024	97.6%	(6.7%)
	2048	90.9%	(12.8%)
	4096	78.1%	(38.3%)
	8192	39.8%	(39.7%)
	16384	0.1%	(0.1%)
187000	mean = 87290.1	max = 230236
	128	100%	(0.1%)
	256	99.9%	(0.2%)
	512	99.7%	(3%)
	1024	96.7%	(8.5%)
	2048	88.2%	(12.4%)
	4096	75.8%	(39.1%)
	8192	36.7%	(36.4%)
	16384	0.3%	(0.3%)
188000	mean = 91305.1	max = 246692
	128	100%	(0.1%)
	256	99.9%	(0.5%)
	512	99.4%	(1.8%)
	1024	97.6%	(7.2%)
	2048	90.4%	(11.8%)
	4096	78.6%	(38.6%)
	8192	40%	(39.9%)
	16384	0.1%	(0.1%)
189000	mean = 91659.1	max = 239332
	128	100%	(0.1%)
	256	99.9%	(0.5%)
	512	99.4%	(1.8%)
	1024	97.6%	(7.7%)
	2048	89.9%	(10.8%)
	4096	79.1%	(38.4%)
	8192	40.7%	(40.5%)
	16384	0.2%	(0.2%)
190000	mean = 90912.5	max = 215748
	64	100%	(0.1%)
	128	99.9%	(0.1%)
	256	99.8%	(0.7%)
	512	99.1%	(1.1%)
	1024	98%	(6.3%)
	2048	91.7%	(14.8%)
	4096	76.9%	(37.5%)
	8192	39.4%	(39.2%)
	16384	0.2%	(0.2%)
191000	mean = 92412.8	max = 240344
	64	100%	(0.3%)
	128	99.7%	(0.1%)
	256	99.6%	(0.5%)
	512	99.1%	(2.2%)
	1024	96.9%	(6.5%)
	2048	90.4%	(11%)
	4096	79.4%	(38.1%)
	8192	41.3%	(41.2%)
	16384	0.1%	(0.1%)
192000	mean = 91685.7	max = 202500
	64	100%	(0.3%)
	128	99.7%	(0.1%)
	256	99.6%	(0.4%)
	512	99.2%	(2.7%)
	1024	96.5%	(6%)
	2048	90.5%	(12.1%)
	4096	78.4%	(37.3%)
	8192	41.1%	(41.1%)
193000	mean = 90029.6	max = 179652
	128	100%	(0.5%)
	256	99.5%	(0.4%)
	512	99.1%	(2.2%)
	1024	96.9%	(7%)
	2048	89.9%	(14%)
	4096	75.9%	(36.8%)
	8192	39.1%	(39.1%)
194000	mean = 90494.4	max = 246828
	128	100%	(0.3%)
	256	99.7%	(0.4%)
	512	99.3%	(2.5%)
	1024	96.8%	(7.1%)
	2048	89.7%	(12.8%)
	4096	76.9%	(36.5%)
	8192	40.4%	(40.3%)
	16384	0.1%	(0.1%)
195000	mean = 92085.9	max = 261544
	256	100%	(0.5%)
	512	99.5%	(1.8%)
	1024	97.7%	(6.2%)
	2048	91.5%	(12.8%)
	4096	78.7%	(38.5%)
	8192	40.2%	(40%)
	16384	0.2%	(0.2%)
196000	mean = 91895.1	max = 286008
	128	100%	(0.1%)
	256	99.9%	(0.4%)
	512	99.5%	(1.8%)
	1024	97.7%	(6%)
	2048	91.7%	(15%)
	4096	76.7%	(36.1%)
	8192	40.6%	(40.5%)
	16384	0.1%	(0.1%)
197000	mean = 91692.8	max = 238500
	64	100%	(0.1%)
	128	99.9%	(0.2%)
	256	99.7%	(0.7%)
	512	99%	(2.2%)
	1024	96.8%	(6.3%)
	2048	90.5%	(13.4%)
	4096	77.1%	(35.6%)
	8192	41.5%	(41.4%)
	16384	0.1%	(0.1%)
198000	mean = 89120.8	max = 191688
	128	100%	(0.2%)
	256	99.8%	(0.4%)
	512	99.4%	(2.6%)
	1024	96.8%	(6.9%)
	2048	89.9%	(13.2%)
	4096	76.7%	(38%)
	8192	38.7%	(38.7%)
199000	mean = 90168.9	max = 182912
	64	100%	(0.1%)
	128	99.9%	(0.2%)
